股票代码,股票名称,行业,收盘价,涨跌幅%,量比,走势类型,趋势强度,中枢位置,中枢上沿ZG,中枢下沿ZD,笔方向,线段方向,买点类型,买点置信度,卖点类型,卖点置信度,二买确认,二买置信度,双级确认买,双级确认卖,信号级别,买入强度,卖出强度,底背驰,顶背驰,均线排列,均线破位,量异常,笔趋势耗尽,综合评分,机会等级,风险等级,止损价
600683,京投发展,基建/地产/石油石化,16.62,-1.19,1.62,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,15.46
600703,三安光电,电子,16.18,0.12,1.11,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,15.05
600707,彩虹股份,电子,9.5,3.83,1.48,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.83
600714,金瑞矿业,化工,25.2,1.74,1.22,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,23.44
600724,宁波富达,基建/地产/石油石化,7.96,0.13,1.47,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,7.4
600758,辽宁能源,有色/钢铁/煤炭,4.7,10.07,1.16,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.37
600769,祥龙电业,环保/公用,20.82,6.33,2.52,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,19.36
600783,鲁信创投,自动化/制造,22.06,5.7,1.54,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,20.52
600791,京能置业,基建/地产/石油石化,14.9,2.76,1.0,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,13.86
600847,万里股份,新能源车/风电,15.36,0.46,2.35,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,14.28
600855,航天长峰,电子,20.04,1.67,0.88,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,18.64
600936,北投科技,传媒,5.31,3.11,2.52,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,4.94
600961,株冶集团,有色/钢铁/煤炭,28.96,-1.03,1.0,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,26.93
600962,国投中鲁,消费,24.63,2.88,1.69,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,22.91
600982,宁波能源,电力设备,6.43,2.23,1.04,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,5.98
601101,昊华能源,有色/钢铁/煤炭,11.29,6.01,1.72,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,10.5
601133,柏诚股份,基建/地产/石油石化,25.62,-0.5,0.79,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,23.83
601330,绿色动力,环保/公用,10.0,6.95,1.87,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,9.3
601609,金田股份,有色/钢铁/煤炭,13.38,2.92,2.14,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,12.44
601789,宁波建工,基建/地产/石油石化,6.26,3.47,1.17,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,5.82
601868,中国能建,基建/地产/石油石化,3.15,-2.78,1.09,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,2.93
601882,海天精工,自动化/制造,23.25,-4.48,1.73,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,21.62
601918,新集能源,有色/钢铁/煤炭,9.26,4.75,1.62,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,8.61
601939,建设银行,金融,9.76,0.21,1.33,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,9.08
601958,金钼股份,有色/钢铁/煤炭,21.56,2.47,1.41,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,20.05
601975,招商南油,交运,4.74,-4.24,1.26,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.41
601988,中国银行,金融,5.79,0.0,1.1,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,5.38
601991,大唐发电,电力设备,6.7,10.02,3.09,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,6.23
601996,丰林集团,消费,3.0,-1.64,1.91,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,2.79
603002,宏昌电子,电子,14.98,-0.79,1.23,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,13.93
603005,晶方科技,半导体/光伏,33.03,0.64,1.1,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,30.72
603009,北特科技,新能源车/风电,52.66,1.56,1.57,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,48.97
603010,万盛股份,化工,14.4,-1.03,1.22,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,13.39
603028,赛福天,自动化/制造,9.48,-0.11,0.88,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.82
603041,美思德,化工,14.31,2.88,1.58,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,13.31
603060,国检集团,消费,7.13,10.03,0.83,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,6.63
603063,禾望电气,新能源车/风电,56.11,-0.73,1.25,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,52.18
603067,振华股份,化工,39.17,-0.73,1.08,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,36.43
603091,众鑫股份,环保/公用,85.7,2.04,1.69,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,79.7
603092,德力佳,新能源车/风电,75.1,1.45,0.98,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,69.84
603093,南华期货,金融,23.66,1.55,3.48,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,22.0
603110,东方材料,化工,23.52,-3.49,1.21,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,21.87
603112,华翔股份,消费,21.94,-1.35,0.89,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,20.4
603116,红蜻蜓,消费,7.47,-3.61,1.92,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,6.95
603132,金徽股份,有色/钢铁/煤炭,19.17,1.43,1.29,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,17.83
603139,康惠股份,医药,38.49,-2.36,1.19,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,35.8
603162,海通发展,交运,18.42,0.93,1.09,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,17.13
603163,圣晖集成,基建/地产/石油石化,110.98,0.21,2.03,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,103.21
603178,圣龙股份,新能源车/风电,21.6,-2.83,0.93,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,20.09
603186,华正新材,电子,97.78,10.01,1.57,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,90.94
603190,亚通精工,新能源车/风电,28.75,0.59,1.59,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,26.74
603196,璞源材料,消费,29.0,1.08,1.24,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,26.97
603203,快克智能,自动化/制造,55.94,10.01,2.36,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,52.02
603206,嘉环科技,通信/计算机,19.12,10.01,2.96,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,17.78
603267,鸿远电子,电子,57.81,3.03,1.21,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,53.76
603268,松发股份,军工,159.49,1.72,0.71,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,148.33
603270,金帝股份,自动化/制造,29.19,0.17,1.59,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,27.15
603278,大业股份,自动化/制造,16.96,9.99,1.71,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,15.77
603281,江瀚新材,化工,37.12,-0.75,1.56,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,34.52
603283,赛腾股份,自动化/制造,64.03,4.62,1.8,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,59.55
603289,泰瑞机器,自动化/制造,11.51,3.88,1.88,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,10.7
603290,斯达半导,半导体/光伏,123.6,9.25,2.12,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,114.95
603305,旭升集团,新能源车/风电,16.79,1.39,1.66,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,15.61
603307,扬州金泉,消费,44.14,0.43,1.13,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,41.05
603317,天味食品,消费,15.87,-0.69,1.09,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,14.76
603320,迪贝电气,电力设备,24.65,3.14,2.39,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,22.92
603327,福蓉科技,电子,10.73,1.13,0.72,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,9.98
603333,尚纬股份,电力设备,8.77,-2.66,1.56,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,8.16
603335,迪生力,新能源车/风电,7.23,-1.36,0.64,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,6.72
603375,盛景微,半导体/光伏,47.96,0.04,0.75,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,44.6
603386,骏亚科技,电子,16.53,-2.3,3.63,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,15.37
603390,通达电气,新能源车/风电,14.36,-2.97,2.48,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,13.35
603400,华之杰,自动化/制造,83.04,3.4,2.24,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,77.23
603409,汇通控股,新能源车/风电,43.3,0.49,0.96,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,40.27
603505,金石资源,化工,21.67,6.38,4.23,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,20.15
603507,振江股份,新能源车/风电,46.98,3.59,1.23,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,43.69
603520,司太立,医药,12.95,5.03,2.57,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,12.04
603527,众源新材,有色/钢铁/煤炭,13.48,4.33,1.39,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.54
603533,掌阅科技,传媒,25.34,1.93,0.92,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,23.57
603600,永艺股份,消费,11.86,-1.82,0.91,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,11.03
603626,科森科技,电子,26.71,4.54,1.32,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,24.84
603637,镇海股份,基建/地产/石油石化,17.28,-2.43,0.9,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,16.07
603681,永冠新材,化工,20.42,-1.26,1.46,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,18.99
603682,锦和商管,消费,8.93,2.76,0.95,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,8.3
603685,晨丰科技,电子,32.21,-0.68,0.99,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,29.96
603688,石英股份,建材,69.53,4.4,1.75,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,64.66
603701,德宏股份,新能源车/风电,25.25,1.04,1.59,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,23.48
603711,香飘飘,消费,15.08,0.47,1.06,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,14.02
603726,朗迪集团,消费,27.41,2.62,1.46,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,25.49
603777,来伊份,消费,20.12,1.36,0.98,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,18.71
603788,宁波高发,新能源车/风电,18.21,2.3,0.87,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,16.94
603803,瑞斯康达,通信/计算机,16.0,-1.9,0.8,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,14.88
603823,百合花,化工,19.52,2.63,2.54,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,18.15
603867,新化股份,化工,38.02,1.96,1.54,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,35.36
603880,南卫股份,医药,7.99,0.38,1.41,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,7.43
603903,中持股份,环保/公用,14.58,5.58,2.82,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,13.56
603916,苏博特,建材,14.41,7.86,2.63,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,13.4
603926,铁流股份,新能源车/风电,24.3,-3.95,0.97,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,22.6
603931,格林达,电子,44.4,3.38,1.32,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,41.29
603950,长源东谷,新能源车/风电,69.4,-0.64,1.19,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,64.54
603978,深圳新星,有色/钢铁/煤炭,33.02,-2.6,0.99,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,30.71
603985,恒润股份,新能源车/风电,27.54,1.81,1.07,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,25.61
603990,麦迪科技,互联网/软件,16.48,-0.48,1.24,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,15.33
605018,长华集团,新能源车/风电,13.36,0.45,1.4,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,12.42
605055,迎丰股份,消费,12.85,-0.16,1.21,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,11.95
605069,正和生态,环保/公用,15.43,-2.83,0.95,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,14.35
605077,华康股份,化工,18.51,2.27,1.39,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,17.21
605099,共创草坪,消费,48.69,-1.56,1.12,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,45.28
605111,新洁能,半导体/光伏,50.24,4.34,1.87,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,46.72
605133,嵘泰股份,新能源车/风电,39.95,1.16,1.44,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,37.15
605151,西上海,新能源车/风电,22.77,0.93,1.01,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,21.18
605186,健麾信息,自动化/制造,26.48,3.32,2.24,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,24.63
605198,安德利,消费,59.0,5.26,3.55,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,54.87
605319,无锡振华,新能源车/风电,27.26,4.01,1.78,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,25.35
605589,圣泉集团,化工,38.42,1.51,1.0,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,35.73
688008,澜起科技,半导体/光伏,240.7,-3.42,1.77,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,223.85
688010,福光股份,电子,36.87,9.57,2.53,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,34.29
688017,绿的谐波,自动化/制造,265.0,-2.21,2.06,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,246.45
688018,乐鑫科技,半导体/光伏,183.79,3.0,1.6,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,170.92
688021,奥福科技,新能源车/风电,28.55,1.67,1.15,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,26.55
688046,药康生物,医药,20.76,1.52,0.98,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,19.31
688052,纳芯微,半导体/光伏,219.36,0.07,1.31,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,204.0
688055,龙腾光电,电子,4.6,1.55,0.92,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,4.28
688059,华锐精密,自动化/制造,144.98,-0.35,0.86,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,134.83
688063,派能科技,电力设备,80.18,7.54,1.81,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,74.57
688090,瑞松科技,自动化/制造,86.62,0.29,1.32,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,80.56
688106,金宏气体,电子,31.35,-0.76,1.06,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,29.16
688107,安路科技,半导体/光伏,38.77,-1.1,1.52,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,36.06
688113,联测科技,自动化/制造,45.58,0.64,0.96,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,42.39
688130,晶华微,半导体/光伏,27.6,0.99,1.58,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,25.67
688138,清溢光电,半导体/光伏,33.27,0.7,1.15,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,30.94
688141,杰华特,半导体/光伏,94.83,-1.59,1.38,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,88.19
688160,步科股份,自动化/制造,128.74,0.58,2.09,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,119.73
688163,赛伦生物,医药,39.0,3.15,0.95,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,36.27
688170,德龙激光,自动化/制造,66.02,-0.71,0.92,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,61.4
688171,纬德信息,互联网/软件,57.43,0.21,1.15,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,53.41
688173,希荻微,半导体/光伏,18.25,-1.4,1.6,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,16.97
688178,万德斯,环保/公用,36.85,2.28,1.22,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,34.27
688182,灿勤科技,通信/计算机,35.1,-1.27,1.58,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,32.64
688188,柏楚电子,通信/计算机,164.82,3.01,1.97,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,153.28
688199,久日新材,化工,30.02,1.45,1.57,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,27.92
688200,华峰测控,半导体/光伏,373.6,1.65,1.12,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,347.45
688211,中科微至,自动化/制造,36.38,-3.3,1.92,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,33.83
688216,气派科技,半导体/光伏,35.36,1.17,2.19,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,32.88
688218,江苏北人,自动化/制造,41.46,2.88,1.41,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,38.56
688220,翱捷科技-U,半导体/光伏,111.62,3.24,1.11,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,103.81
688229,博睿数据,互联网/软件,92.19,-0.03,0.97,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,85.74
688253,英诺特,医药,53.69,1.74,1.0,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,49.93
688290,景业智能,自动化/制造,70.29,3.35,1.7,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,65.37
688296,和达科技,互联网/软件,16.95,5.94,1.96,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,15.76
688305,科德数控,自动化/制造,66.32,-3.59,1.94,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,61.68
688308,欧科亿,自动化/制造,110.65,2.25,0.99,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,102.9
688337,普源精电,自动化/制造,64.5,3.71,1.76,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,59.98
688352,颀中科技,半导体/光伏,14.93,2.54,1.72,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,13.88
688355,明志科技,自动化/制造,24.06,1.22,1.45,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,22.38
688359,三孚新科,电子,115.54,0.73,0.87,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,107.45
688365,光云科技,互联网/软件,21.7,2.12,0.98,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,20.18
688368,晶丰明源,半导体/光伏,165.24,-3.37,1.0,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,153.67
688372,伟测科技,半导体/光伏,159.8,-2.47,1.58,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,148.61
688376,美埃科技,环保/公用,76.25,0.03,1.53,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,70.91
688377,迪威尔,自动化/制造,44.55,3.24,1.17,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,41.43
688380,中微半导,半导体/光伏,51.19,-0.43,1.4,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,47.61
688381,帝奥微,半导体/光伏,34.2,5.2,1.44,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,31.81
688383,新益昌,自动化/制造,108.97,6.95,2.61,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,倍量,,0.13,D,安全,101.34
688386,泛亚微透,化工,83.69,2.61,0.98,盘整,0.3,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,77.83
688395,正弦电气,自动化/制造,31.72,-0.41,1.59,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,放量,,0.13,D,安全,29.5
688398,赛特新材,化工,33.33,4.91,1.36,-,0.0,中枢上,,,-,-,-,,-,,,,,,-,,,,,1.0,,,,0.13,D,安全,31.0
