date,code,value,amount,ratio,yr
2024-06-21,600690,97102.65797689487,941784839.0,0.00010310492795785478,2024
2024-06-21,601633,14371.193384003698,485281845.00000006,2.9614117099319256e-05,2024
2024-07-01,600654,55668.969501057065,28428302.0,0.0019582235161655828,2024
2024-07-01,603890,55668.969501057065,193410182.00000003,0.00028782853583715184,2024
2024-07-11,688687,53588.01848663805,105918339.0,0.0005059371114820641,2024
2024-07-11,688505,53588.01848663805,12469543.0,0.004297512626295771,2024
2024-07-22,300341,44133.480084185685,27894520.000000004,0.0015821559246829012,2024
2024-07-22,002119,44133.480084185685,230937395.00000003,0.00019110581932469482,2024
2024-08-12,301261,47046.52619195491,31890704.0,0.0014752426347174683,2024
2024-09-26,601127,32981.58974611407,3681780202.000001,8.958055053964915e-06,2024
2024-09-26,688072,29002.513394312555,273426233.0,0.00010607070534564455,2024
2024-09-26,600276,15501.347180673603,2151506359.0,7.204880950423258e-06,2024
2024-09-26,600298,14313.065736987,787226113.0,1.8181645019932158e-05,2024
2024-09-26,300759,29023.798976580383,763943428.0,3.799207888019214e-05,2024
2024-09-26,600968,29856.78477558835,305339187.0,9.778235498998807e-05,2024
2024-10-08,605088,43914.23166732807,166705857.99999997,0.00026342344650736915,2024
2024-10-08,600226,39104.43503691101,225633646.0,0.00017330941431009368,2024
2024-10-08,603211,39104.43503691101,223195391.0,0.0001752026995795402,2024
2024-10-08,002009,39104.43503691101,436248049.0,8.963807431700631e-05,2024
2024-10-08,000887,39104.43503691101,735895140.9999999,5.313859659920083e-05,2024
2024-10-08,603011,39104.43503691101,267217843.0,0.00014633916132954867,2024
2024-10-18,603176,25215.13461844538,82760496.00000001,0.00030467597268200733,2024
2024-10-18,002671,24458.680579892018,89795709.99999999,0.00027238139305198455,2024
2024-10-18,603637,23702.226541338656,23519327.0,0.0010077765635614767,2024
2024-10-18,603281,18132.72289156057,84506089.0,0.00021457297463571613,2024
2024-10-18,688143,17534.940818212403,83920596.00000001,0.0002089468098893435,2024
2024-10-18,688485,16937.158744864268,19059357.0,0.0008886532082307009,2024
2024-10-28,688258,31201.641141122753,123333134.0,0.0002529866884038052,2024
2024-10-28,603809,13707.277675192896,259284982.0,5.286568303903115e-05,2024
2024-10-28,688308,28022.719297301424,66552542.99999999,0.00042106158584055047,2024
2024-11-07,300502,25092.415567157943,4684208524.0,5.3568101075335355e-06,2024
2024-11-07,603986,43987.30680748777,2859202698.0,1.5384466039520984e-05,2024
2024-11-07,002916,23586.870633128467,952191647.0,2.477113793997446e-05,2024
2024-11-07,603309,34443.723980692055,89474050.00000001,0.0003849576942218671,2024
2024-11-07,301087,19953.005149788274,60504819.0,0.0003297754704429126,2024
2024-11-07,603181,16086.354606367164,42373733.0,0.0003796303385960157,2024
2024-11-18,002409,34709.32933549327,803855469.0,4.317856962355663e-05,2024
2024-11-18,002920,30972.714035541656,683295908.9999999,4.532840549399757e-05,2024
2024-11-18,301289,34368.085929104986,64007973.99999999,0.0005369344439663875,2024
2024-11-18,603115,26811.981930507452,21178796.0,0.001265982350012128,2024
2024-11-18,688123,31077.52451036088,228549162.0,0.00013597741614279418,2024
